index,dBFS
483,-67.38618
484,-67.38618
485,-58.713066
486,-57.439686
487,-50.484215
488,-50.484215
489,-67.38618
490,-52.466843
491,-65.203285
492,-45.69976
493,-51.720356
494,-61.68146
495,-60.76631
496,-55.50148
497,-65.203285
498,-52.807507
499,-48.51063
500,-48.945015
501,-52.139034
502,-54.321922
503,-43.90581
504,-57.63937
505,-56.157333
506,-62.00927
507,-61.365578
508,-50.136734
509,-55.50148
510,-68.02987
511,-55.040173
512,-54.74571
513,-59.182686
514,-48.65303
515,-54.460903
516,-55.988663
517,-58.05306
518,-76.32933
519,-60.4815
520,-62.70451
521,-53.531754
522,-65.203285
523,-73.40677
524,-50.75426
525,-56.504814
526,-48.164536
527,-55.66086
528,-55.191235
529,-57.439686
530,-90.3087
531,-61.68146
532,-65.203285
533,-56.157333
534,-76.32933
535,-51.92717
536,-48.7978
537,-50.573303
538,-67.38618
539,-51.127907
540,-70.30873
541,-47.44844
542,-49.80262
543,-51.032978
544,-63.86435
545,-51.320934
546,-48.02987
547,-54.05047
548,-62.00927
549,-46.226334
550,-58.267536
551,-46.78691
552,-53.917854
553,-59.93846
554,-78.26753
555,-78.26753
556,-56.683907
557,-80.766304
558,-52.246933
559,-55.823215
560,-45.547813
561,-49.96807
562,-73.40677
563,-52.032455
564,-56.157333
565,-53.917854
566,-60.76631
567,-53.917854
568,-52.139034
569,-57.05358
570,-63.86435
571,-64.733665
572,-65.203285
573,-53.531754
574,-66.78691
575,-57.439686
576,-52.69246
577,-49.324375
578,-52.69246
579,-68.72511
580,-61.060776
581,-64.28813
582,-46.502106
583,-49.402275
584,-58.267536
585,-55.988663
586,-48.23266
587,-76.32933
588,-73.40677
589,-54.891697
590,-56.32933
591,-50.573303
592,-54.460903
593,-76.32933
594,-63.07418
595,-65.203285
596,-65.69975
597,-49.019577
598,-54.891697
599,-59.93846
600,-58.487442
601,-48.871098
602,-50.30874
603,-66.78691
604,-51.223885
605,-52.69246
606,-53.917854
607,-56.86678
608,-59.182686
609,-55.988663
610,-50.846176
611,-54.602135
612,-73.40677
613,-53.531754
614,-63.07418
615,-57.244488
616,-65.69975
617,-65.69975
618,-90.3087
619,-73.40677
620,-53.04228
621,-64.28813
622,-72.24693
623,-54.321922
624,-53.04228
625,-70.30873
626,-54.321922
627,-61.68146
628,-58.944702
629,-62.349934
630,-47.081375
631,-48.871098
632,-62.00927
633,-56.32933
634,-54.185135
635,-66.22633
636,-52.9241
637,-59.182686
638,-73.40677
639,-60.4815
640,-54.602135
641,-55.191235
642,-57.63937
643,-51.223885
644,-54.891697
645,-64.733665
646,-58.713066
647,-62.70451
648,-48.164536
649,-53.787235
650,-52.9241
651,-51.618767
652,-66.22633
653,-57.439686
654,-52.139034
655,-57.05358
656,-50.75426
657,-55.040173
658,-50.75426
659,-51.127907
660,-73.40677
661,-60.4815
662,-78.26753
663,-59.182686
664,-68.72511
665,-60.205734
666,-65.203285
667,-50.573303
668,-56.32933
669,-72.24693
670,-57.05358
671,-58.267536
672,-51.419083
673,-56.32933
674,-55.34497
675,-63.86435
676,-63.07418
677,-62.00927
678,-49.094776
679,-52.69246
680,-59.67916
681,-59.93846
682,-60.76631
683,-57.84375
684,-64.28813
685,-48.096943
686,-57.63937
687,-59.93846
688,-61.060776
689,-58.487442
690,-61.060776
691,-50.05199
692,-65.203285
693,-50.05199
694,-53.04228
695,-67.38618
696,-55.040173
697,-58.944702
698,-54.74571
699,-80.766304
700,-54.74571
701,-54.185135
702,-64.733665
703,-55.823215
704,-55.50148
705,-72.24693
706,-55.66086
707,-55.66086
708,-57.84375
709,-65.203285
710,-66.78691
711,-90.3087
712,-59.427376
713,-49.48088
714,-44.116135
715,-63.86435
716,-62.349934
717,-63.07418
718,-62.00927
719,-63.07418
720,-80.766304
721,-55.191235
722,-53.28357
723,-49.80262
724,-53.162083
725,-68.02987
726,-84.28813
727,-51.51835
728,-70.30873
729,-57.05358
730,-76.32933
731,-64.733665
732,-69.48088
733,-58.267536
734,-66.78691
735,-56.683907
736,-53.162083
737,-60.205734
738,-58.267536
739,-78.26753
740,-56.683907
741,-52.9241
742,-62.70451
743,-57.439686
744,-67.38618
745,-63.07418
746,-56.683907
747,-52.032455
748,-51.419083
749,-72.24693
750,-50.30874
751,-54.185135
752,-50.573303
753,-84.28813
754,-45.34927
755,-58.267536
756,-49.72106
757,-47.511154
758,-61.060776
759,-65.69975
760,-50.573303
761,-66.22633
762,-49.80262
763,-54.05047
764,-48.72511
765,-59.182686
766,-55.191235
767,-71.223885
768,-53.531754
769,-55.040173
770,-73.40677
771,-58.05306
772,-69.48088
773,-47.89726
774,-49.247166
775,-45.251675
776,-51.618767
777,-52.35619
778,-90.3087
779,-55.66086
780,-78.26753
781,-69.48088
782,-61.365578
783,-61.68146
784,-59.67916
785,-76.32933
786,-62.00927
787,-56.504814
788,-55.50148
789,-59.67916
790,-71.223885
791,-58.487442
792,-51.51835
793,-48.7978
794,-56.157333
795,-53.658558
796,-74.745705
797,-59.427376
798,-56.157333
799,-49.247166
800,-49.64026
801,-46.7292
802,-59.427376
803,-61.68146
804,-58.267536
805,-59.93846
806,-56.157333
807,-62.00927
808,-55.50148
809,-56.86678
810,-80.766304
811,-54.602135
812,-67.38618
813,-55.823215
814,-74.745705
815,-54.321922
816,-49.72106
817,-54.891697
818,-52.139034
819,-60.76631
820,-55.66086
821,-64.733665
822,-50.05199
823,-63.86435
824,-55.988663
825,-63.46028
826,-51.92717
827,-56.157333
828,-53.658558
829,-78.26753
830,-46.9035
831,-58.944702
832,-58.487442
833,-52.69246
834,-58.487442
835,-64.733665
836,-49.324375
837,-71.223885
838,-52.139034
839,-61.68146
840,-62.349934
841,-64.733665
842,-65.69975
843,-46.118435
844,-55.988663
845,-200.00002
846,-45.80255
847,-84.28813
848,-50.30874
849,-63.07418
850,-46.226334
851,-52.139034
852,-45.959057
853,-76.32933
854,-64.28813
855,-90.3087
856,-58.944702
857,-49.247166
858,-48.096943
859,-58.487442
860,-60.205734
861,-54.602135
862,-73.40677
863,-58.713066
864,-71.223885
865,-65.203285
866,-60.205734
867,-65.203285
868,-53.787235
869,-62.70451
870,-53.787235
871,-52.35619
872,-60.76631
873,-50.30874
874,-56.86678
875,-52.69246
876,-55.66086
877,-57.439686
878,-51.51835
879,-49.80262
880,-52.032455
881,-63.46028
882,-68.02987
883,-49.247166
884,-49.17064
885,-64.733665
886,-63.07418
887,-76.32933
888,-51.92717
889,-50.136734
890,-80.766304
891,-49.094776
892,-52.246933
893,-78.26753
894,-54.321922
895,-51.720356
896,-90.3087
897,-57.244488
898,-55.34497
899,-52.032455
900,-51.51835
901,-53.787235
902,-46.558323
903,-59.93846
904,-73.40677
905,-64.28813
906,-90.3087
907,-59.93846
908,-54.602135
909,-65.203285
910,-58.487442
911,-55.040173
912,-51.82315
913,-51.032978
914,-43.226566
915,-58.487442
916,-78.26753
917,-49.019577
918,-63.46028
919,-49.88495
920,-56.157333
921,-55.191235
922,-48.301323
923,-61.68146
924,-76.32933
925,-56.504814
926,-47.02168
927,-48.301323
928,-56.504814
929,-53.28357
930,-49.324375
931,-45.398483
932,-63.86435
933,-51.419083
934,-74.745705
935,-62.70451
936,-66.22633
937,-54.891697
938,-57.05358
939,-62.349934
940,-58.944702
941,-66.22633
942,-51.127907
943,-69.48088
944,-55.66086
945,-53.406773
946,-52.9241
947,-42.96162
948,-57.63937
949,-54.74571
950,-57.84375
951,-58.944702
952,-53.162083
953,-200.00002
954,-66.78691
955,-66.78691
956,-50.136734
957,-51.92717
958,-48.23266
959,-66.22633
960,-48.65303
961,-54.185135
962,-72.24693
963,-55.34497
964,-48.51063
965,-52.69246
966,-48.65303
967,-54.460903
968,-62.00927
969,-57.244488
970,-53.406773
971,-67.38618
972,-56.504814
973,-53.531754
974,-49.094776
975,-52.35619
976,-58.713066
977,-64.28813
978,-51.720356
979,-56.683907
980,-63.86435
981,-73.40677
982,-53.406773
983,-84.28813
984,-48.7978
985,-55.823215
986,-59.182686
987,-57.84375
988,-56.86678
989,-71.223885
990,-90.3087
991,-61.060776
992,-53.531754
993,-76.32933
994,-54.05047
995,-60.4815
996,-57.63937
997,-50.846176
998,-69.48088
999,-200.00002
1000,-50.573303
1001,-57.439686
1002,-51.51835
1003,-53.28357
1004,-61.68146
1005,-90.3087
1006,-57.84375
1007,-55.040173
1008,-66.78691
1009,-61.060776
1010,-57.63937
1011,-67.38618
1012,-57.84375
1013,-57.439686
1014,-90.3087
1015,-49.247166
1016,-60.76631
1017,-51.223885
1018,-64.733665
1019,-69.48088
1020,-58.05306
1021,-56.86678
1022,-56.157333
1023,-63.46028
1024,-63.07418
1025,-52.139034
1026,-64.28813
1027,-60.4815
1028,-67.38618
1029,-84.28813
1030,-59.93846
1031,-56.86678
1032,-53.917854
1033,-67.38618
1034,-62.70451
1035,-59.182686
1036,-47.511154
1037,-61.060776
1038,-51.92717
1039,-57.84375
1040,-58.267536
1041,-62.70451
1042,-52.032455
1043,-58.713066
1044,-47.76664
1045,-73.40677
1046,-63.46028
1047,-58.267536
1048,-64.28813
1049,-52.466843
1050,-62.00927
1051,-66.22633
1052,-90.3087
1053,-55.50148
1054,-55.988663
1055,-52.139034
1056,-53.162083
1057,-64.733665
1058,-60.76631
1059,-57.84375
1060,-78.26753
1061,-66.78691
1062,-58.713066
1063,-54.05047
1064,-51.223885
1065,-57.84375
1066,-62.00927
1067,-55.50148
1068,-50.573303
1069,-53.787235
1070,-54.185135
1071,-61.060776
1072,-61.060776
1073,-57.84375
1074,-46.845013
1075,-48.23266
1076,-47.386173
1077,-72.24693
1078,-49.17064
1079,-53.28357
1080,-57.63937
1081,-71.223885
1082,-52.466843
1083,-66.78691
1084,-46.011856
1085,-49.48088
1086,-78.26753
1087,-62.70451
1088,-54.321922
1089,-60.4815
1090,-72.24693
1091,-49.402275
1092,-60.205734
1093,-74.745705
1094,-59.427376
1095,-59.427376
1096,-51.82315
1097,-55.50148
1098,-46.671864
1099,-58.267536
1100,-65.69975
1101,-60.76631
1102,-69.48088
1103,-72.24693
1104,-80.766304
1105,-63.86435
1106,-59.427376
1107,-58.944702
1108,-51.419083
1109,-54.05047
1110,-69.48088
1111,-74.745705
1112,-49.96807
1113,-200.00002
1114,-51.032978
1115,-48.58154
1116,-59.93846
1117,-57.05358
1118,-55.823215
1119,-50.136734
1120,-62.70451
1121,-61.060776
1122,-58.713066
1123,-71.223885
1124,-58.713066
1125,-52.032455
1126,-52.9241
1127,-47.44844
1128,-60.4815
1129,-56.157333
1130,-46.502106
1131,-53.162083
1132,-55.50148
1133,-58.267536
1134,-60.205734
1135,-80.766304
1136,-52.9241
1137,-49.48088
1138,-51.618767
1139,-51.223885
1140,-55.66086
1141,-60.205734
1142,-50.663307
1143,-58.944702
1144,-46.280792
1145,-54.460903
1146,-52.807507
1147,-63.07418
1148,-76.32933
1149,-59.93846
1150,-58.487442
1151,-53.28357
1152,-55.040173
1153,-54.460903
1154,-56.32933
1155,-48.440304
1156,-59.67916
1157,-64.28813
1158,-47.44844
1159,-46.96239
1160,-55.040173
1161,-48.301323
1162,-69.48088
1163,-66.78691
1164,-65.69975
1165,-72.24693
1166,-63.46028
1167,-54.602135
1168,-67.38618
1169,-69.48088
1170,-78.26753
1171,-47.76664
1172,-55.34497
1173,-53.406773
1174,-52.139034
1175,-58.05306
1176,-78.26753
1177,-64.733665
1178,-49.17064
1179,-55.040173
1180,-56.683907
1181,-52.032455
1182,-63.46028
1183,-55.34497
1184,-90.3087
1185,-70.30873
1186,-57.439686
1187,-50.222305
1188,-48.370537
1189,-76.32933
1190,-90.3087
1191,-71.223885
1192,-64.733665
1193,-62.00927
1194,-51.320934
1195,-47.831703
1196,-56.157333
1197,-60.205734
1198,-59.427376
1199,-47.081375
1200,-48.096943
1201,-78.26753
1202,-53.658558
1203,-59.67916
1204,-59.427376
1205,-56.32933
1206,-46.671864
1207,-53.787235
1208,-53.531754
1209,-51.032978
1210,-43.82309
1211,-74.745705
1212,-52.578922
1213,-53.406773
1214,-63.46028
1215,-51.82315
1216,-55.988663
1217,-58.944702
1218,-59.93846
1219,-53.917854
1220,-57.84375
1221,-47.96331
1222,-60.76631
1223,-57.439686
1224,-55.50148
1225,-67.38618
1226,-60.76631
1227,-67.38618
1228,-54.321922
1229,-58.944702
1230,-61.68146
1231,-51.419083
1232,-65.69975
1233,-47.324352
1234,-59.182686
1235,-51.51835
1236,-70.30873
1237,-67.38618
1238,-74.745705
1239,-58.487442
1240,-59.67916
1241,-57.63937
1242,-56.86678
1243,-46.845013
1244,-53.531754
1245,-78.26753
1246,-50.663307
1247,-55.34497
1248,-47.89726
1249,-49.88495
1250,-53.28357
1251,-65.203285
1252,-49.17064
1253,-48.096943
1254,-59.182686
1255,-53.787235
1256,-47.081375
1257,-51.419083
1258,-47.081375
1259,-59.182686
1260,-62.349934
1261,-67.38618
1262,-90.3087
1263,-57.244488
1264,-70.30873
1265,-50.30874
1266,-78.26753
1267,-44.871902
1268,-53.04228
1269,-58.713066
1270,-54.891697
1271,-57.439686
1272,-51.51835
1273,-52.466843
1274,-64.28813
1275,-53.787235
1276,-55.50148
1277,-90.3087
1278,-70.30873
1279,-68.02987
1280,-53.406773
1281,-54.321922
1282,-84.28813
1283,-62.70451
1284,-51.127907
1285,-50.75426
1286,-57.63937
1287,-68.72511
1288,-58.267536
1289,-46.280792
1290,-51.82315
1291,-57.84375
1292,-53.917854
1293,-49.094776
1294,-64.28813
1295,-65.203285
1296,-51.320934
1297,-76.32933
1298,-49.560207
1299,-58.487442
1300,-72.24693
1301,-59.67916
1302,-76.32933
1303,-59.427376
1304,-49.80262
1305,-50.573303
1306,-62.00927
1307,-70.30873
1308,-52.139034
1309,-49.019577
1310,-54.460903
1311,-53.04228
1312,-51.320934
1313,-61.060776
1314,-60.4815
1315,-58.713066
1316,-52.139034
1317,-55.191235
1318,-55.988663
1319,-90.3087
1320,-52.69246
1321,-67.38618
1322,-57.05358
1323,-64.28813
1324,-61.060776
1325,-84.28813
1326,-90.3087
1327,-51.618767
1328,-74.745705
1329,-69.48088
1330,-52.139034
1331,-55.66086
1332,-71.223885
1333,-52.9241
1334,-73.40677
1335,-61.365578
1336,-57.05358
1337,-46.335594
1338,-50.93907
1339,-68.02987
1340,-52.9241
1341,-58.487442
1342,-78.26753
1343,-51.51835
1344,-66.22633
1345,-74.745705
1346,-58.05306
1347,-53.406773
1348,-57.244488
1349,-53.162083
1350,-51.720356
1351,-56.32933
1352,-73.40677
1353,-56.32933
1354,-67.38618
1355,-48.164536
1356,-56.683907
1357,-50.75426
1358,-54.602135
1359,-59.427376
1360,-63.07418
1361,-52.69246
1362,-51.419083
1363,-52.807507
1364,-53.28357
1365,-50.846176
1366,-51.419083
1367,-62.00927
1368,-64.733665
1369,-61.68146
1370,-63.46028
1371,-62.349934
1372,-67.38618
1373,-58.05306
1374,-52.35619
1375,-53.406773
1376,-65.69975
1377,-59.93846
1378,-54.460903
1379,-54.05047
1380,-56.157333
1381,-52.139034
1382,-53.28357
1383,-62.00927
1384,-64.733665
1385,-51.82315
1386,-51.82315
1387,-54.460903
1388,-78.26753
1389,-62.349934
1390,-55.34497
1391,-68.72511
1392,-47.386173
1393,-84.28813
1394,-63.07418
1395,-61.060776
1396,-54.321922
1397,-66.22633
1398,-51.618767
1399,-60.76631
1400,-49.80262
1401,-55.040173
1402,-90.3087
1403,-55.988663
1404,-57.05358
1405,-55.988663
1406,-59.427376
1407,-59.67916
1408,-55.191235
1409,-63.46028
1410,-52.466843
1411,-59.93846
1412,-65.69975
1413,-53.658558
1414,-59.93846
1415,-57.439686
1416,-90.3087
1417,-84.28813
1418,-76.32933
1419,-56.504814
1420,-47.386173
1421,-45.69976
1422,-200.00002
1423,-60.4815
1424,-61.68146
1425,-59.427376
1426,-58.267536
1427,-62.349934
1428,-57.05358
1429,-52.466843
1430,-49.88495
1431,-58.267536
1432,-63.07418
1433,-72.24693
1434,-51.032978
1435,-59.93846
1436,-59.93846
1437,-84.28813
1438,-61.365578
1439,-73.40677
1440,-60.76631
1441,-61.365578
1442,-55.50148
1443,-54.185135
1444,-55.823215
1445,-63.46028
1446,-70.30873
1447,-53.162083
1448,-56.86678
1449,-68.72511
1450,-56.86678
1451,-69.48088
1452,-60.76631
1453,-56.683907
1454,-49.96807
1455,-55.34497
1456,-200.00002
1457,-49.402275
1458,-55.66086
1459,-49.247166
1460,-53.787235
1461,-47.511154
1462,-55.823215
1463,-47.141487
1464,-49.88495
1465,-66.22633
1466,-61.68146
1467,-51.82315
1468,-84.28813
1469,-47.574326
1470,-80.766304
1471,-50.136734
1472,-55.191235
1473,-60.4815
1474,-60.76631
1475,-58.267536
1476,-53.917854
1477,-58.713066
1478,-62.70451
1479,-60.205734
1480,-46.335594
1481,-56.683907
1482,-44.03139
1483,-59.93846
1484,-52.578922
1485,-59.182686
1486,-58.713066
1487,-74.745705
1488,-70.30873
1489,-65.203285
1490,-61.060776
1491,-62.349934
1492,-70.30873
1493,-61.365578
1494,-52.807507
1495,-62.70451
1496,-59.93846
1497,-66.78691
1498,-57.05358
1499,-49.247166
1500,-51.320934
1501,-51.320934
1502,-57.05358
1503,-69.48088
1504,-61.365578
1505,-51.82315
1506,-50.484215
1507,-48.58154
1508,-48.164536
1509,-54.891697
1510,-84.28813
1511,-57.63937
1512,-64.733665
1513,-54.891697
1514,-53.658558
1515,-63.86435
1516,-58.713066
1517,-64.28813
1518,-55.988663
1519,-64.28813
1520,-56.32933
1521,-60.205734
1522,-52.807507
1523,-50.75426
1524,-50.484215
1525,-54.321922
1526,-60.205734
1527,-52.578922
1528,-61.060776
1529,-52.246933
1530,-63.46028
1531,-55.823215
1532,-62.349934
1533,-48.440304
1534,-84.28813
1535,-59.67916
1536,-58.944702
1537,-48.02987
1538,-53.658558
1539,-51.720356
1540,-57.244488
1541,-55.988663
1542,-64.733665
1543,-49.560207
1544,-56.683907
1545,-54.602135
1546,-57.63937
1547,-73.40677
1548,-70.30873
1549,-57.63937
1550,-45.398483
1551,-74.745705
1552,-57.439686
1553,-46.61491
1554,-57.63937
1555,-49.80262
1556,-61.365578
1557,-47.831703
1558,-46.9035
1559,-48.871098
1560,-65.69975
1561,-60.76631
1562,-68.02987
1563,-53.787235
1564,-52.35619
1565,-47.26297
1566,-76.32933
1567,-84.28813
1568,-54.185135
1569,-58.267536
1570,-65.203285
1571,-76.32933
1572,-90.3087
1573,-59.93846
1574,-61.060776
1575,-53.162083
1576,-67.38618
1577,-58.944702
1578,-52.246933
1579,-53.04228
1580,-51.032978
1581,-55.50148
1582,-51.419083
1583,-68.02987
1584,-63.86435
1585,-52.466843
1586,-47.511154
1587,-59.67916
1588,-68.02987
1589,-58.944702
1590,-47.831703
1591,-50.75426
1592,-80.766304
1593,-61.365578
1594,-67.38618
1595,-50.484215
1596,-51.51835
1597,-60.76631
1598,-48.7978
1599,-55.040173
1600,-74.745705
1601,-52.466843
1602,-54.05047
1603,-69.48088
1604,-58.267536
1605,-51.032978
1606,-53.917854
1607,-49.48088
1608,-72.24693
1609,-46.118435
1610,-80.766304
1611,-72.24693
1612,-64.733665
1613,-72.24693
1614,-61.365578
1615,-52.9241
1616,-54.74571
1617,-66.78691
1618,-76.32933
1619,-56.504814
1620,-55.34497
1621,-41.909622
1622,-59.427376
1623,-53.28357
1624,-52.807507
1625,-71.223885
1626,-50.484215
1627,-55.50148
1628,-63.86435
1629,-48.51063
1630,-54.891697
1631,-58.267536
1632,-48.72511
1633,-51.92717
1634,-48.51063
1635,-56.86678
1636,-56.683907
1637,-46.064983
1638,-47.081375
1639,-63.07418
1640,-52.578922
1641,-64.28813
1642,-58.944702
1643,-60.4815
1644,-56.504814
1645,-56.32933
1646,-74.745705
1647,-60.205734
1648,-58.713066
1649,-50.75426
1650,-54.602135
1651,-69.48088
1652,-54.321922
1653,-49.64026
1654,-44.03139
1655,-50.396034
1656,-90.3087
1657,-66.22633
1658,-65.69975
1659,-52.35619
1660,-64.28813
1661,-71.223885
1662,-62.00927
1663,-48.871098
