index,dBFS
309,-78.26753
310,-76.32933
311,-84.28813
312,-72.24693
313,-72.24693
314,-78.26753
315,-76.32933
316,-74.745705
317,-80.766304
318,-74.745705
319,-73.40677
320,-73.40677
321,-84.28813
322,-78.26753
323,-84.28813
324,-200.00002
325,-70.30873
326,-78.26753
327,-80.766304
328,-78.26753
329,-76.32933
330,-78.26753
331,-73.40677
332,-73.40677
333,-74.745705
334,-90.3087
335,-71.223885
336,-90.3087
337,-84.28813
338,-71.223885
339,-74.745705
340,-78.26753
341,-78.26753
342,-73.40677
343,-76.32933
344,-73.40677
345,-73.40677
346,-76.32933
347,-73.40677
348,-73.40677
349,-200.00002
350,-74.745705
351,-72.24693
352,-78.26753
353,-74.745705
354,-73.40677
355,-76.32933
356,-84.28813
357,-72.24693
358,-74.745705
359,-74.745705
360,-80.766304
361,-78.26753
362,-200.00002
363,-74.745705
364,-72.24693
365,-80.766304
366,-78.26753
367,-74.745705
368,-76.32933
369,-76.32933
370,-74.745705
371,-73.40677
372,-78.26753
373,-78.26753
374,-76.32933
375,-200.00002
376,-69.48088
377,-69.48088
378,-80.766304
379,-78.26753
380,-73.40677
381,-80.766304
382,-73.40677
383,-73.40677
384,-73.40677
385,-80.766304
386,-78.26753
387,-76.32933
388,-90.3087
389,-71.223885
390,-74.745705
391,-78.26753
392,-74.745705
393,-76.32933
394,-76.32933
395,-74.745705
396,-72.24693
397,-76.32933
398,-80.766304
399,-73.40677
400,-90.3087
401,-84.28813
402,-74.745705
403,-76.32933
404,-80.766304
405,-78.26753
406,-73.40677
407,-80.766304
408,-72.24693
409,-71.223885
410,-76.32933
411,-78.26753
412,-73.40677
413,-90.3087
414,-76.32933
415,-72.24693
416,-74.745705
417,-74.745705
418,-73.40677
419,-74.745705
420,-80.766304
421,-74.745705
422,-73.40677
423,-76.32933
424,-76.32933
425,-74.745705
426,-200.00002
427,-72.24693
428,-72.24693
429,-78.26753
430,-76.32933
431,-73.40677
432,-74.745705
433,-80.766304
434,-74.745705
435,-73.40677
436,-78.26753
437,-80.766304
438,-84.28813
439,-200.00002
440,-71.223885
441,-72.24693
442,-76.32933
443,-76.32933
444,-73.40677
445,-80.766304
446,-73.40677
447,-74.745705
448,-74.745705
449,-78.26753
450,-76.32933
451,-76.32933
452,-84.28813
453,-76.32933
454,-73.40677
455,-74.745705
456,-78.26753
457,-74.745705
458,-84.28813
459,-73.40677
460,-76.32933
461,-76.32933
462,-80.766304
463,-73.40677
464,-80.766304
465,-80.766304
466,-72.24693
467,-74.745705
468,-78.26753
469,-78.26753
470,-76.32933
471,-80.766304
472,-70.30873
473,-73.40677
474,-80.766304
475,-76.32933
476,-74.745705
477,-90.3087
478,-74.745705
479,-70.30873
480,-80.766304
481,-78.26753
482,-72.24693
483,-78.26753
484,-78.26753
485,-73.40677
486,-76.32933
487,-74.745705
488,-80.766304
489,-74.745705
490,-90.3087
491,-73.40677
492,-74.745705
493,-78.26753
494,-78.26753
495,-78.26753
496,-78.26753
497,-73.40677
498,-74.745705
499,-73.40677
500,-78.26753
501,-80.766304
502,-78.26753
503,-84.28813
504,-73.40677
505,-76.32933
506,-76.32933
507,-80.766304
508,-74.745705
509,-84.28813
510,-74.745705
511,-72.24693
512,-76.32933
513,-78.26753
514,-74.745705
515,-80.766304
516,-80.766304
517,-72.24693
518,-76.32933
519,-78.26753
520,-78.26753
521,-78.26753
522,-80.766304
523,-74.745705
524,-73.40677
525,-74.745705
526,-90.3087
527,-74.745705
528,-80.766304
529,-76.32933
530,-73.40677
531,-74.745705
532,-78.26753
533,-72.24693
534,-78.26753
535,-80.766304
536,-70.30873
537,-72.24693
538,-76.32933
539,-80.766304
540,-72.24693
541,-200.00002
542,-74.745705
543,-71.223885
544,-74.745705
545,-80.766304
546,-73.40677
547,-76.32933
548,-76.32933
549,-74.745705
550,-74.745705
551,-78.26753
552,-76.32933
553,-74.745705
554,-90.3087
555,-72.24693
556,-73.40677
557,-78.26753
558,-76.32933
559,-73.40677
560,-80.766304
561,-74.745705
562,-73.40677
563,-74.745705
564,-80.766304
565,-78.26753
566,-78.26753
567,-84.28813
568,-73.40677
569,-73.40677
570,-76.32933
571,-73.40677
572,-73.40677
573,-78.26753
574,-72.24693
575,-76.32933
576,-80.766304
577,-78.26753
578,-80.766304
579,-84.28813
580,-84.28813
581,-71.223885
582,-74.745705
583,-80.766304
584,-78.26753
585,-74.745705
586,-78.26753
587,-74.745705
588,-76.32933
589,-74.745705
590,-80.766304
591,-73.40677
592,-200.00002
593,-80.766304
594,-71.223885
595,-76.32933
596,-80.766304
597,-73.40677
598,-76.32933
599,-78.26753
600,-72.24693
601,-74.745705
602,-76.32933
603,-84.28813
604,-76.32933
605,-90.3087
606,-73.40677
607,-70.30873
608,-78.26753
609,-84.28813
610,-74.745705
611,-84.28813
612,-80.766304
613,-71.223885
614,-74.745705
615,-80.766304
616,-76.32933
617,-78.26753
618,-80.766304
619,-72.24693
620,-73.40677
621,-76.32933
622,-78.26753
623,-72.24693
624,-78.26753
625,-80.766304
626,-74.745705
627,-72.24693
628,-80.766304
629,-76.32933
630,-80.766304
631,-84.28813
632,-69.48088
633,-74.745705
634,-80.766304
635,-76.32933
636,-72.24693
637,-76.32933
638,-74.745705
639,-71.223885
640,-74.745705
641,-84.28813
642,-73.40677
643,-78.26753
644,-90.3087
645,-70.30873
646,-73.40677
647,-76.32933
648,-73.40677
649,-74.745705
650,-78.26753
651,-73.40677
652,-74.745705
653,-76.32933
654,-76.32933
655,-74.745705
656,-84.28813
657,-76.32933
658,-72.24693
659,-78.26753
660,-84.28813
661,-74.745705
662,-74.745705
663,-78.26753
664,-71.223885
665,-73.40677
666,-84.28813
667,-78.26753
668,-76.32933
669,-90.3087
670,-74.745705
671,-73.40677
672,-76.32933
673,-74.745705
674,-72.24693
675,-78.26753
676,-73.40677
677,-73.40677
678,-76.32933
679,-76.32933
680,-74.745705
681,-74.745705
682,-90.3087
683,-72.24693
684,-71.223885
685,-76.32933
686,-73.40677
687,-71.223885
688,-78.26753
689,-74.745705
690,-74.745705
691,-74.745705
692,-78.26753
693,-76.32933
694,-76.32933
695,-90.3087
696,-72.24693
697,-72.24693
698,-78.26753
699,-76.32933
700,-73.40677
701,-80.766304
702,-74.745705
703,-73.40677
704,-74.745705
705,-78.26753
706,-73.40677
707,-80.766304
708,-84.28813
709,-71.223885
710,-76.32933
711,-84.28813
712,-76.32933
713,-76.32933
714,-84.28813
715,-72.24693
716,-74.745705
717,-76.32933
718,-78.26753
719,-74.745705
720,-90.3087
721,-76.32933
722,-73.40677
723,-74.745705
724,-76.32933
725,-73.40677
726,-78.26753
727,-84.28813
728,-71.223885
729,-76.32933
730,-78.26753
731,-84.28813
732,-78.26753
733,-90.3087
734,-74.745705
735,-73.40677
736,-78.26753
737,-78.26753
738,-74.745705
739,-78.26753
740,-78.26753
741,-72.24693
742,-73.40677
743,-84.28813
744,-80.766304
745,-74.745705
746,-200.00002
747,-72.24693
748,-78.26753
749,-78.26753
750,-78.26753
751,-74.745705
752,-76.32933
753,-74.745705
754,-74.745705
755,-80.766304
756,-84.28813
757,-74.745705
758,-78.26753
759,-90.3087
760,-69.48088
761,-74.745705
762,-74.745705
763,-76.32933
764,-76.32933
765,-80.766304
766,-76.32933
767,-73.40677
768,-74.745705
769,-80.766304
770,-73.40677
771,-200.00002
772,-84.28813
773,-72.24693
774,-78.26753
775,-80.766304
776,-74.745705
777,-73.40677
778,-80.766304
779,-72.24693
780,-72.24693
781,-73.40677
782,-78.26753
783,-72.24693
784,-84.28813
785,-76.32933
786,-72.24693
787,-80.766304
788,-76.32933
789,-73.40677
790,-80.766304
791,-80.766304
792,-72.24693
793,-73.40677
794,-78.26753
795,-78.26753
796,-74.745705
797,-90.3087
798,-74.745705
799,-72.24693
800,-76.32933
801,-80.766304
802,-76.32933
803,-90.3087
804,-78.26753
805,-76.32933
806,-74.745705
807,-76.32933
808,-76.32933
809,-76.32933
810,-90.3087
811,-71.223885
812,-74.745705
813,-74.745705
814,-74.745705
815,-74.745705
816,-76.32933
817,-72.24693
818,-72.24693
819,-78.26753
820,-80.766304
821,-73.40677
822,-78.26753
823,-200.00002
824,-71.223885
825,-76.32933
826,-80.766304
827,-76.32933
828,-76.32933
829,-80.766304
830,-74.745705
831,-73.40677
832,-74.745705
833,-76.32933
834,-74.745705
835,-90.3087
836,-78.26753
837,-72.24693
838,-78.26753
839,-78.26753
840,-76.32933
841,-74.745705
842,-84.28813
843,-72.24693
844,-74.745705
845,-74.745705
846,-80.766304
847,-73.40677
848,-90.3087
849,-76.32933
850,-70.30873
851,-76.32933
852,-74.745705
853,-72.24693
854,-78.26753
855,-76.32933
856,-71.223885
857,-76.32933
858,-76.32933
859,-80.766304
860,-74.745705
861,-90.3087
862,-74.745705
863,-73.40677
864,-76.32933
865,-74.745705
866,-76.32933
867,-84.28813
868,-74.745705
869,-78.26753
870,-73.40677
871,-78.26753
872,-76.32933
873,-76.32933
874,-84.28813
875,-70.30873
876,-76.32933
877,-80.766304
878,-78.26753
879,-74.745705
880,-80.766304
881,-76.32933
882,-71.223885
883,-73.40677
884,-80.766304
885,-74.745705
886,-84.28813
887,-90.3087
888,-70.30873
889,-76.32933
890,-78.26753
891,-74.745705
892,-76.32933
893,-90.3087
894,-74.745705
895,-73.40677
896,-73.40677
897,-84.28813
898,-76.32933
899,-84.28813
900,-84.28813
901,-70.30873
902,-74.745705
903,-80.766304
904,-73.40677
905,-76.32933
906,-90.3087
907,-71.223885
908,-74.745705
909,-76.32933
910,-80.766304
911,-74.745705
912,-84.28813
913,-73.40677
914,-69.48088
915,-74.745705
916,-80.766304
917,-76.32933
918,-76.32933
919,-76.32933
920,-72.24693
921,-73.40677
922,-76.32933
923,-78.26753
924,-74.745705
925,-90.3087
926,-74.745705
927,-73.40677
928,-78.26753
929,-76.32933
930,-72.24693
931,-76.32933
932,-80.766304
933,-71.223885
934,-76.32933
935,-84.28813
936,-78.26753
937,-80.766304
938,-90.3087
939,-72.24693
940,-72.24693
941,-80.766304
942,-76.32933
943,-72.24693
944,-80.766304
945,-73.40677
946,-74.745705
947,-76.32933
948,-80.766304
949,-73.40677
950,-78.26753
951,-80.766304
952,-70.30873
953,-74.745705
954,-80.766304
955,-76.32933
956,-76.32933
957,-84.28813
958,-73.40677
959,-72.24693
960,-73.40677
961,-80.766304
962,-72.24693
963,-80.766304
964,-84.28813
965,-71.223885
966,-78.26753
967,-80.766304
968,-76.32933
969,-76.32933
970,-80.766304
971,-71.223885
972,-74.745705
973,-76.32933
974,-80.766304
975,-74.745705
976,-84.28813
977,-76.32933
978,-70.30873
979,-76.32933
980,-78.26753
981,-76.32933
982,-74.745705
983,-76.32933
984,-72.24693
985,-73.40677
986,-78.26753
987,-74.745705
988,-73.40677
989,-200.00002
990,-73.40677
991,-72.24693
992,-76.32933
993,-78.26753
994,-74.745705
995,-76.32933
996,-73.40677
997,-74.745705
998,-76.32933
999,-76.32933
1000,-78.26753
1001,-80.766304
1002,-84.28813
1003,-72.24693
1004,-72.24693
1005,-78.26753
1006,-84.28813
1007,-74.745705
1008,-84.28813
1009,-73.40677
1010,-72.24693
1011,-74.745705
1012,-80.766304
1013,-73.40677
1014,-80.766304
1015,-90.3087
1016,-71.223885
1017,-78.26753
1018,-78.26753
1019,-73.40677
1020,-72.24693
1021,-80.766304
1022,-73.40677
1023,-74.745705
1024,-80.766304
1025,-80.766304
1026,-74.745705
1027,-90.3087
1028,-78.26753
1029,-73.40677
1030,-78.26753
1031,-76.32933
1032,-76.32933
1033,-74.745705
1034,-76.32933
1035,-72.24693
1036,-72.24693
1037,-80.766304
1038,-78.26753
1039,-78.26753
1040,-84.28813
1041,-74.745705
1042,-72.24693
1043,-78.26753
1044,-80.766304
1045,-74.745705
1046,-76.32933
1047,-73.40677
1048,-72.24693
1049,-76.32933
1050,-78.26753
1051,-78.26753
1052,-74.745705
1053,-200.00002
1054,-72.24693
1055,-73.40677
1056,-78.26753
1057,-84.28813
1058,-78.26753
1059,-78.26753
1060,-74.745705
1061,-74.745705
1062,-74.745705
1063,-80.766304
1064,-74.745705
1065,-76.32933
1066,-90.3087
1067,-71.223885
1068,-76.32933
1069,-78.26753
1070,-84.28813
1071,-74.745705
1072,-84.28813
1073,-76.32933
1074,-72.24693
1075,-73.40677
1076,-78.26753
1077,-74.745705
1078,-90.3087
1079,-84.28813
1080,-71.223885
1081,-76.32933
1082,-80.766304
1083,-73.40677
1084,-74.745705
1085,-84.28813
1086,-74.745705
1087,-76.32933
1088,-73.40677
1089,-78.26753
1090,-76.32933
1091,-78.26753
1092,-76.32933
1093,-72.24693
1094,-78.26753
1095,-84.28813
1096,-76.32933
1097,-78.26753
1098,-80.766304
1099,-71.223885
1100,-73.40677
1101,-76.32933
1102,-78.26753
1103,-72.24693
1104,-90.3087
1105,-78.26753
1106,-73.40677
1107,-80.766304
1108,-78.26753
1109,-76.32933
1110,-80.766304
1111,-78.26753
1112,-73.40677
1113,-73.40677
1114,-78.26753
1115,-76.32933
1116,-76.32933
1117,-200.00002
1118,-72.24693
1119,-73.40677
1120,-76.32933
1121,-80.766304
1122,-74.745705
1123,-78.26753
1124,-73.40677
1125,-76.32933
1126,-74.745705
1127,-80.766304
1128,-76.32933
1129,-76.32933
1130,-200.00002
1131,-72.24693
1132,-74.745705
1133,-78.26753
1134,-78.26753
1135,-73.40677
1136,-90.3087
1137,-72.24693
1138,-72.24693
1139,-78.26753
1140,-84.28813
1141,-74.745705
1142,-80.766304
1143,-90.3087
1144,-70.30873
1145,-74.745705
1146,-84.28813
1147,-74.745705
1148,-73.40677
1149,-78.26753
1150,-73.40677
1151,-73.40677
1152,-74.745705
1153,-80.766304
1154,-73.40677
1155,-84.28813
1156,-73.40677
1157,-72.24693
1158,-80.766304
1159,-80.766304
1160,-78.26753
1161,-78.26753
1162,-78.26753
1163,-71.223885
1164,-74.745705
1165,-78.26753
1166,-78.26753
1167,-76.32933
1168,-84.28813
1169,-76.32933
1170,-71.223885
1171,-74.745705
1172,-74.745705
1173,-74.745705
1174,-78.26753
1175,-78.26753
1176,-72.24693
1177,-73.40677
1178,-84.28813
1179,-78.26753
1180,-76.32933
1181,-90.3087
1182,-73.40677
1183,-73.40677
1184,-80.766304
1185,-76.32933
1186,-73.40677
1187,-80.766304
1188,-71.223885
1189,-73.40677
1190,-74.745705
1191,-74.745705
1192,-73.40677
1193,-84.28813
1194,-90.3087
1195,-71.223885
1196,-78.26753
1197,-80.766304
1198,-74.745705
1199,-73.40677
1200,-78.26753
1201,-74.745705
1202,-78.26753
1203,-74.745705
1204,-80.766304
1205,-78.26753
1206,-80.766304
1207,-80.766304
1208,-71.223885
1209,-74.745705
1210,-78.26753
1211,-71.223885
1212,-74.745705
1213,-76.32933
1214,-73.40677
1215,-76.32933
1216,-78.26753
1217,-90.3087
1218,-74.745705
1219,-90.3087
1220,-78.26753
1221,-71.223885
1222,-78.26753
1223,-74.745705
1224,-74.745705
1225,-76.32933
1226,-84.28813
1227,-78.26753
1228,-72.24693
1229,-80.766304
1230,-80.766304
1231,-74.745705
1232,-200.00002
1233,-76.32933
1234,-72.24693
1235,-76.32933
1236,-76.32933
1237,-73.40677
1238,-78.26753
1239,-78.26753
1240,-73.40677
1241,-72.24693
1242,-84.28813
1243,-78.26753
1244,-73.40677
1245,-90.3087
1246,-72.24693
1247,-73.40677
1248,-76.32933
1249,-84.28813
1250,-73.40677
1251,-80.766304
1252,-73.40677
1253,-76.32933
1254,-76.32933
1255,-74.745705
1256,-74.745705
1257,-76.32933
1258,-84.28813
1259,-71.223885
1260,-73.40677
1261,-84.28813
1262,-76.32933
1263,-72.24693
1264,-78.26753
1265,-73.40677
1266,-76.32933
1267,-76.32933
1268,-90.3087
1269,-74.745705
1270,-90.3087
1271,-80.766304
1272,-70.30873
1273,-76.32933
1274,-76.32933
1275,-74.745705
1276,-74.745705
1277,-80.766304
1278,-74.745705
1279,-76.32933
1280,-80.766304
1281,-78.26753
1282,-76.32933
1283,-84.28813
1284,-74.745705
1285,-71.223885
1286,-78.26753
1287,-84.28813
1288,-76.32933
1289,-78.26753
1290,-80.766304
1291,-73.40677
1292,-72.24693
1293,-80.766304
1294,-80.766304
1295,-73.40677
1296,-200.00002
1297,-76.32933
1298,-73.40677
1299,-80.766304
1300,-78.26753
1301,-76.32933
1302,-78.26753
1303,-74.745705
1304,-72.24693
1305,-76.32933
1306,-74.745705
1307,-74.745705
1308,-78.26753
1309,-90.3087
1310,-71.223885
1311,-72.24693
1312,-84.28813
1313,-78.26753
1314,-76.32933
1315,-78.26753
1316,-74.745705
1317,-74.745705
1318,-76.32933
1319,-90.3087
1320,-78.26753
1321,-84.28813
1322,-200.00002
1323,-72.24693
1324,-73.40677
1325,-80.766304
1326,-76.32933
1327,-73.40677
1328,-84.28813
1329,-73.40677
1330,-73.40677
1331,-78.26753
1332,-80.766304
1333,-76.32933
1334,-90.3087
1335,-78.26753
1336,-72.24693
1337,-78.26753
1338,-78.26753
1339,-78.26753
1340,-78.26753
1341,-78.26753
1342,-73.40677
1343,-76.32933
1344,-76.32933
1345,-80.766304
1346,-74.745705
1347,-80.766304
1348,-76.32933
1349,-72.24693
1350,-73.40677
1351,-76.32933
1352,-72.24693
1353,-78.26753
1354,-80.766304
1355,-72.24693
1356,-74.745705
1357,-78.26753
1358,-78.26753
1359,-74.745705
1360,-90.3087
1361,-73.40677
1362,-73.40677
1363,-78.26753
1364,-78.26753
1365,-73.40677
1366,-78.26753
1367,-80.766304
1368,-73.40677
1369,-74.745705
1370,-74.745705
1371,-74.745705
1372,-76.32933
1373,-90.3087
1374,-72.24693
1375,-71.223885
1376,-78.26753
1377,-73.40677
1378,-71.223885
1379,-80.766304
1380,-73.40677
1381,-73.40677
1382,-72.24693
1383,-78.26753
1384,-80.766304
1385,-78.26753
1386,-90.3087
1387,-71.223885
1388,-73.40677
1389,-78.26753
1390,-78.26753
1391,-73.40677
1392,-78.26753
1393,-70.30873
1394,-73.40677
1395,-74.745705
1396,-76.32933
1397,-71.223885
1398,-84.28813
1399,-84.28813
1400,-71.223885
1401,-76.32933
1402,-78.26753
1403,-73.40677
1404,-76.32933
1405,-200.00002
1406,-73.40677
1407,-73.40677
1408,-78.26753
1409,-80.766304
1410,-74.745705
1411,-90.3087
1412,-76.32933
1413,-73.40677
1414,-76.32933
1415,-84.28813
1416,-78.26753
1417,-78.26753
1418,-78.26753
1419,-74.745705
1420,-74.745705
1421,-78.26753
1422,-80.766304
1423,-72.24693
1424,-80.766304
1425,-73.40677
1426,-76.32933
1427,-78.26753
1428,-78.26753
1429,-76.32933
1430,-76.32933
1431,-72.24693
1432,-73.40677
1433,-73.40677
1434,-78.26753
1435,-78.26753
1436,-76.32933
1437,-84.28813
1438,-71.223885
1439,-74.745705
1440,-78.26753
1441,-76.32933
1442,-74.745705
1443,-84.28813
1444,-74.745705
1445,-76.32933
1446,-73.40677
1447,-78.26753
1448,-73.40677
1449,-84.28813
1450,-200.00002
1451,-71.223885
1452,-74.745705
1453,-78.26753
1454,-76.32933
1455,-73.40677
1456,-84.28813
1457,-72.24693
1458,-73.40677
1459,-73.40677
1460,-90.3087
1461,-72.24693
1462,-80.766304
1463,-84.28813
1464,-72.24693
1465,-76.32933
1466,-78.26753
1467,-76.32933
1468,-76.32933
1469,-76.32933
1470,-73.40677
1471,-74.745705
1472,-74.745705
1473,-80.766304
1474,-73.40677
1475,-200.00002
1476,-74.745705
1477,-72.24693
1478,-80.766304
1479,-78.26753
1480,-73.40677
1481,-78.26753
1482,-76.32933
1483,-73.40677
1484,-74.745705
1485,-76.32933
1486,-84.28813
1487,-74.745705
1488,-84.28813
1489,-72.24693
1490,-74.745705
1491,-90.3087
1492,-78.26753
1493,-72.24693
1494,-84.28813
1495,-76.32933
1496,-72.24693
1497,-73.40677
1498,-78.26753
1499,-73.40677
1500,-74.745705
1501,-200.00002
1502,-73.40677
1503,-74.745705
1504,-78.26753
1505,-74.745705
1506,-73.40677
1507,-76.32933
1508,-72.24693
1509,-72.24693
1510,-74.745705
1511,-80.766304
1512,-73.40677
1513,-80.766304
1514,-84.28813
1515,-71.223885
1516,-78.26753
1517,-76.32933
1518,-76.32933
1519,-76.32933
1520,-90.3087
1521,-78.26753
1522,-74.745705
1523,-78.26753
1524,-84.28813
1525,-71.223885
1526,-84.28813
1527,-84.28813
1528,-70.30873
1529,-74.745705
1530,-80.766304
1531,-74.745705
1532,-80.766304
1533,-84.28813
1534,-74.745705
1535,-78.26753
1536,-76.32933
1537,-84.28813
1538,-74.745705
1539,-90.3087
1540,-76.32933
1541,-73.40677
1542,-78.26753
1543,-76.32933
1544,-72.24693
1545,-78.26753
1546,-74.745705
1547,-73.40677
1548,-76.32933
1549,-78.26753
1550,-76.32933
1551,-73.40677
1552,-200.00002
1553,-72.24693
1554,-76.32933
1555,-80.766304
1556,-74.745705
1557,-74.745705
1558,-76.32933
1559,-76.32933
1560,-72.24693
1561,-74.745705
1562,-84.28813
1563,-76.32933
1564,-78.26753
1565,-90.3087
1566,-72.24693
1567,-70.30873
1568,-78.26753
1569,-76.32933
1570,-73.40677
1571,-84.28813
1572,-74.745705
1573,-73.40677
1574,-78.26753
1575,-80.766304
1576,-74.745705
1577,-84.28813
1578,-84.28813
1579,-72.24693
1580,-73.40677
1581,-80.766304
1582,-84.28813
1583,-72.24693
1584,-76.32933
1585,-73.40677
1586,-72.24693
1587,-74.745705
1588,-90.3087
1589,-74.745705
1590,-80.766304
1591,-78.26753
1592,-71.223885
1593,-78.26753
1594,-76.32933
1595,-76.32933
1596,-78.26753
1597,-76.32933
1598,-72.24693
1599,-73.40677
1600,-78.26753
1601,-80.766304
1602,-72.24693
1603,-84.28813
1604,-73.40677
1605,-72.24693
1606,-84.28813
1607,-80.766304
1608,-72.24693
1609,-78.26753
1610,-80.766304
1611,-73.40677
1612,-78.26753
1613,-80.766304
1614,-76.32933
1615,-72.24693
1616,-200.00002
1617,-73.40677
1618,-74.745705
1619,-80.766304
1620,-78.26753
1621,-73.40677
1622,-84.28813
1623,-80.766304
1624,-74.745705
1625,-74.745705
1626,-84.28813
1627,-74.745705
1628,-76.32933
1629,-90.3087
1630,-72.24693
1631,-73.40677
1632,-78.26753
1633,-80.766304
1634,-73.40677
1635,-80.766304
1636,-76.32933
1637,-73.40677
1638,-73.40677
1639,-80.766304
1640,-73.40677
1641,-80.766304
1642,-90.3087
1643,-70.30873
1644,-74.745705
1645,-78.26753
1646,-76.32933
1647,-76.32933
1648,-90.3087
1649,-76.32933
1650,-74.745705
1651,-80.766304
1652,-76.32933
1653,-72.24693
1654,-90.3087
1655,-76.32933
1656,-72.24693
1657,-78.26753
1658,-76.32933
1659,-73.40677
1660,-76.32933
1661,-84.28813
1662,-70.30873
1663,-72.24693
